Categoría,ID,Variable,Full_Format
D. ORGANIZACIONES COMUNITARIAS,661,MUCNO - Nº de Uniones Comunales,661 - MUCNO - Nº de Uniones Comunales
D. ORGANIZACIONES COMUNITARIAS,4182,ISOC013 - Número de Organizaciones Comunitarias (suma total),4182 - ISOC013 - Número de Organizaciones Comunitarias (suma total)
E. BECAS,660,MBIEB - Becas Indígenas Enseñanza Básica,660 - MBIEB - Becas Indígenas Enseñanza Básica
E. BECAS,707,MBIEM - Becas Indígenas Enseñanza Media,707 - MBIEM - Becas Indígenas Enseñanza Media
E. BECAS,557,MTSBP - Becas Presidente de la República a Enseñanza Media Asignadas a la Comuna,557 - MTSBP - Becas Presidente de la República a Enseñanza Media Asignadas a la Comuna
F. PARTICIPACIÓN CIUDADANA,4328,MOCOSOC - Existe alguna ordenanza de participación ciudadana? (desde año 2016),4328 - MOCOSOC - Existe alguna ordenanza de participación ciudadana? (desde año 2016)
F. PARTICIPACIÓN CIUDADANA,4327,MCOSOC - Se encuentra constituido el Consejo Comunal de Organizaciones de la Sociedad Civil (COSOC) en su municipio? (desde año 2016),4327 - MCOSOC - Se encuentra constituido el Consejo Comunal de Organizaciones de la Sociedad Civil (COSOC) en su municipio? (desde año 2016)
G. DISCAPACIDAD,4329,MDISCAP - Existe en el organigrama municipal una unidad específica a cargo del tema de discapacidad? (desde año 2016),4329 - MDISCAP - Existe en el organigrama municipal una unidad específica a cargo del tema de discapacidad? (desde año 2016)
G. DISCAPACIDAD,4330,MIDISCAP - Existe información estadística de personas con discapacidad en su comuna? (desde año 2016),4330 - MIDISCAP - Existe información estadística de personas con discapacidad en su comuna? (desde año 2016)
H. PREVENCIÓN DEL DELITO Y SEGURIDAD,4676,MNSEGCIURR - El Municipio tiene un Plan Comunal para la Reducción del Riesgo de Desastres Ley 21.364. (SI-NO),4676 - MNSEGCIURR - El Municipio tiene un Plan Comunal para la Reducción del Riesgo de Desastres Ley 21.364. (SI-NO)
H. PREVENCIÓN DEL DELITO Y SEGURIDAD,4338,MNSEGCIUC - Número de casetas de seguridad en la comuna (desde el año 2016),4338 - MNSEGCIUC - Número de casetas de seguridad en la comuna (desde el año 2016)
H. PREVENCIÓN DEL DELITO Y SEGURIDAD,4337,MNSEGCIUCA - Número de cámaras de vigilancia en la comuna (desde año 2016),4337 - MNSEGCIUCA - Número de cámaras de vigilancia en la comuna (desde año 2016)
H. PREVENCIÓN DEL DELITO Y SEGURIDAD,4670,MNSEGCIUD - Número de Drones para seguridad,4670 - MNSEGCIUD - Número de Drones para seguridad
H. PREVENCIÓN DEL DELITO Y SEGURIDAD,4336,"MNSEGCIUIN - Número de guardias, inspectores o vigilantes municipales (desde año 2016)","4336 - MNSEGCIUIN - Número de guardias, inspectores o vigilantes municipales (desde año 2016)"
H. PREVENCIÓN DEL DELITO Y SEGURIDAD,4334,"MNSEGCIU - Número de recursos que componen el área de Seguridad de su Municipio, en este caso, Número de profesionales pagados por el municipio (desde año 2016)","4334 - MNSEGCIU - Número de recursos que componen el área de Seguridad de su Municipio, en este caso, Número de profesionales pagados por el municipio (desde año 2016)"
H. PREVENCIÓN DEL DELITO Y SEGURIDAD,4671,MNSEGCIUAU - Números de automóviles de seguridad municipal o patrullaje.,4671 - MNSEGCIUAU - Números de automóviles de seguridad municipal o patrullaje.
H. PREVENCIÓN DEL DELITO Y SEGURIDAD,4674,MNSEGCIUBI - Números de bicicletas de seguridad municipal o patrullaje,4674 - MNSEGCIUBI - Números de bicicletas de seguridad municipal o patrullaje
H. PREVENCIÓN DEL DELITO Y SEGURIDAD,4672,MNSEGCIUCM - Números de camionetas de seguridad municipal o patrullaje,4672 - MNSEGCIUCM - Números de camionetas de seguridad municipal o patrullaje
H. PREVENCIÓN DEL DELITO Y SEGURIDAD,4673,MNSEGCIUMO - Números de motos de seguridad municipal o patrullaje.,4673 - MNSEGCIUMO - Números de motos de seguridad municipal o patrullaje.
H. PREVENCIÓN DEL DELITO Y SEGURIDAD,4675,MNSEGCIUCC - ¿Su Municipio cuenta con un Consejo Comunal de Seguridad Ley 20.965 (SI-NO),4675 - MNSEGCIUCC - ¿Su Municipio cuenta con un Consejo Comunal de Seguridad Ley 20.965 (SI-NO)
H. PREVENCIÓN DEL DELITO Y SEGURIDAD,4333,MSEGCIU - Su Municipio tiene un área dedicada especialmente a la Seguridad Ciudadana? (desde año 2016),4333 - MSEGCIU - Su Municipio tiene un área dedicada especialmente a la Seguridad Ciudadana? (desde año 2016)
L. RSH - ANTECEDENTES GENERALES,4557,RSHNHENC - Número Total de Hogares Encuestados en el Registro Social de Hogares (RSH),4557 - RSHNHENC - Número Total de Hogares Encuestados en el Registro Social de Hogares (RSH)
L. RSH - ANTECEDENTES GENERALES,4562,RSHNPDEPEN - Número Total de Personas con Dependencia inscritas en el Registro Social de Hogares.,4562 - RSHNPDEPEN - Número Total de Personas con Dependencia inscritas en el Registro Social de Hogares.
L. RSH - ANTECEDENTES GENERALES,4561,RSHNPDISCA - Número Total de Personas con Discapacidad registradas en el Registro Social de Hogares.,4561 - RSHNPDISCA - Número Total de Personas con Discapacidad registradas en el Registro Social de Hogares.
L. RSH - ANTECEDENTES GENERALES,4560,RSHPMA60 - Número Total de Personas de 60 años o más inscritas en el Registro Social de Hogares.,4560 - RSHPMA60 - Número Total de Personas de 60 años o más inscritas en el Registro Social de Hogares.
L. RSH - ANTECEDENTES GENERALES,4558,RSHNP - Número Total de Personas inscritas en el Registro Social de Hogares (RSH),4558 - RSHNP - Número Total de Personas inscritas en el Registro Social de Hogares (RSH)
L. RSH - ANTECEDENTES GENERALES,4559,RSHPME18 - Número Total de Personas Menores de 18 años inscritas en el Registro Social de Hogares.,4559 - RSHPME18 - Número Total de Personas Menores de 18 años inscritas en el Registro Social de Hogares.
N.RSH - NIVEL INGRESOS - VULNERABILIDAD,4563,RSHNH40 - Número de Hogares de 0-40% de Ingresos (RSH),4563 - RSHNH40 - Número de Hogares de 0-40% de Ingresos (RSH)
N.RSH - NIVEL INGRESOS - VULNERABILIDAD,4565,RSHNH50 - Número de Hogares de 41-50% de Ingresos (RSH),4565 - RSHNH50 - Número de Hogares de 41-50% de Ingresos (RSH)
N.RSH - NIVEL INGRESOS - VULNERABILIDAD,4567,RSHNH60 - Número de Hogares de 51-60 % de Ingresos (RSH),4567 - RSHNH60 - Número de Hogares de 51-60 % de Ingresos (RSH)
N.RSH - NIVEL INGRESOS - VULNERABILIDAD,4569,RSHNH70 - Número de Hogares de 61-70% de Ingresos (RSH),4569 - RSHNH70 - Número de Hogares de 61-70% de Ingresos (RSH)
N.RSH - NIVEL INGRESOS - VULNERABILIDAD,4571,RSHNH80 - Número de Hogares de 71-80% de Ingresos (RSH),4571 - RSHNH80 - Número de Hogares de 71-80% de Ingresos (RSH)
N.RSH - NIVEL INGRESOS - VULNERABILIDAD,4573,RSHNH90 - Número de Hogares de 81-90% de Ingresos (RSH),4573 - RSHNH90 - Número de Hogares de 81-90% de Ingresos (RSH)
N.RSH - NIVEL INGRESOS - VULNERABILIDAD,4575,RSHNH100 - Número de Hogares de 91-100% de Ingresos (RSH),4575 - RSHNH100 - Número de Hogares de 91-100% de Ingresos (RSH)
N.RSH - NIVEL INGRESOS - VULNERABILIDAD,4624,RSHPORH40i - Porcentaje de Hogares de 0-40% de Ingresos respecto del Total Regional (RSH),4624 - RSHPORH40i - Porcentaje de Hogares de 0-40% de Ingresos respecto del Total Regional (RSH)
N.RSH - NIVEL INGRESOS - VULNERABILIDAD,4625,RSHPORH50i - Porcentaje de Hogares de 41-50% de Ingresos respecto del Total Regional (RSH),4625 - RSHPORH50i - Porcentaje de Hogares de 41-50% de Ingresos respecto del Total Regional (RSH)
N.RSH - NIVEL INGRESOS - VULNERABILIDAD,4626,RSHPORH60i - Porcentaje de Hogares de 51-60% de Ingresos respecto del Total Regional (RSH),4626 - RSHPORH60i - Porcentaje de Hogares de 51-60% de Ingresos respecto del Total Regional (RSH)
N.RSH - NIVEL INGRESOS - VULNERABILIDAD,4627,RSHPORH70i - Porcentaje de Hogares de 61-70% de Ingresos respecto del Total Regional (RSH),4627 - RSHPORH70i - Porcentaje de Hogares de 61-70% de Ingresos respecto del Total Regional (RSH)
N.RSH - NIVEL INGRESOS - VULNERABILIDAD,4628,RSHPORH80i - Porcentaje de Hogares de 71-80% de Ingresos respecto del Total Regional (RSH),4628 - RSHPORH80i - Porcentaje de Hogares de 71-80% de Ingresos respecto del Total Regional (RSH)
N.RSH - NIVEL INGRESOS - VULNERABILIDAD,4629,RSHPORH90i - Porcentaje de Hogares de 81-90% de Ingresos respecto del Total Regional (RSH),4629 - RSHPORH90i - Porcentaje de Hogares de 81-90% de Ingresos respecto del Total Regional (RSH)
N.RSH - NIVEL INGRESOS - VULNERABILIDAD,4630,RSHPOR100i - Porcentaje de Hogares de 91-100% de Ingresos respecto del Total Regional (RSH),4630 - RSHPOR100i - Porcentaje de Hogares de 91-100% de Ingresos respecto del Total Regional (RSH)
O.RSH - CARACTERISTICAS ENCUESTADOS,4579,RSHNMAEDSU - Número de Matrículas de Educación Superior respecto de Jóvenes presentes en el RSH - Total de Jóvenes de 18 a 24 años (RSH),4579 - RSHNMAEDSU - Número de Matrículas de Educación Superior respecto de Jóvenes presentes en el RSH - Total de Jóvenes de 18 a 24 años (RSH)
O.RSH - CARACTERISTICAS ENCUESTADOS,4578,RSHNFONASA - Número Total de Beneficiarios según Plan de Salud FONASA (RSH),4578 - RSHNFONASA - Número Total de Beneficiarios según Plan de Salud FONASA (RSH)
O.RSH - CARACTERISTICAS ENCUESTADOS,4577,RSHNISAPRE - Número Total de Beneficiarios según Plan de Salud ISAPRE (RSH),4577 - RSHNISAPRE - Número Total de Beneficiarios según Plan de Salud ISAPRE (RSH)
RETIROS 10%,4591,RETIRO10M1 - Monto Total (M$) por el Primer Retiro del 10% de los Fondos de Pensiones,4591 - RETIRO10M1 - Monto Total (M$) por el Primer Retiro del 10% de los Fondos de Pensiones
RETIROS 10%,4593,RETIRO10M2 - Monto Total (M$) por el Segundo Retiro del 10% de los Fondos de Pensiones,4593 - RETIRO10M2 - Monto Total (M$) por el Segundo Retiro del 10% de los Fondos de Pensiones
RETIROS 10%,4595,RETIRO10M3 - Monto Total (M$) por el Tercer Retiro del 10% de los Fondos de Pensiones,4595 - RETIRO10M3 - Monto Total (M$) por el Tercer Retiro del 10% de los Fondos de Pensiones
RETIROS 10%,4590,RETIRO10N1 - Número de Personas que realizaron Primer Retiro del 10% de sus Fondos de Pensiones,4590 - RETIRO10N1 - Número de Personas que realizaron Primer Retiro del 10% de sus Fondos de Pensiones
RETIROS 10%,4592,RETIRO10N2 - Número de Personas que realizaron Segundo Retiro del 10% de sus Fondos de Pensiones,4592 - RETIRO10N2 - Número de Personas que realizaron Segundo Retiro del 10% de sus Fondos de Pensiones
RETIROS 10%,4594,RETIRO10N3 - Número de Personas que realizaron Tercer Retiro del 10% de sus Fondos de Pensiones,4594 - RETIRO10N3 - Número de Personas que realizaron Tercer Retiro del 10% de sus Fondos de Pensiones
A. CARACTERISTICAS TERRITORIALES,745,ITER001 - Superficie Total Comunal en Km2,745 - ITER001 - Superficie Total Comunal en Km2
B. SERVICIOS BASICOS A LA COMUNIDAD,759,ITER009 - Metros Cuadrados (M2) de Areas Verdes con Mantenimiento por Habitante,759 - ITER009 - Metros Cuadrados (M2) de Areas Verdes con Mantenimiento por Habitante
B. SERVICIOS BASICOS A LA COMUNIDAD,3924,ITER008 - Servicios de Mantención de Jardines (desde 2009),3924 - ITER008 - Servicios de Mantención de Jardines (desde 2009)
B. SERVICIOS BASICOS A LA COMUNIDAD,512,MAVM - Superficie en M2 de Areas Verdes con Mantenimiento,512 - MAVM - Superficie en M2 de Areas Verdes con Mantenimiento
B. SERVICIOS BASICOS A LA COMUNIDAD,509,"IVAP - Viviendas con Conexión a Red de Agua Potable, según Ultimo Censo","509 - IVAP - Viviendas con Conexión a Red de Agua Potable, según Ultimo Censo"
B. SERVICIOS BASICOS A LA COMUNIDAD,510,"IVC - Viviendas de la Comuna, según el Ultimo Censo","510 - IVC - Viviendas de la Comuna, según el Ultimo Censo"
C. INFRAESTRUCTURA,4187,MNPDEE - Nº de Permisos de Edificación Entregados,4187 - MNPDEE - Nº de Permisos de Edificación Entregados
C. INFRAESTRUCTURA,505,MCRD - Número de Construcciones con Recepción Definitiva durante el Año,505 - MCRD - Número de Construcciones con Recepción Definitiva durante el Año
C. INFRAESTRUCTURA,754,"ITER010 - Porcentaje Estimado de Construcciones con Recepción Definitiva sobre el Total de Roles de Predios, Informado por el SII","754 - ITER010 - Porcentaje Estimado de Construcciones con Recepción Definitiva sobre el Total de Roles de Predios, Informado por el SII"
D. CATASTRO PREDIOS Y VALORACION CATASTRAL,1325,ITER012 - Avalúo Fiscal de las Propiedades de Dominio Municipal (Municipales y Corporaciones),1325 - ITER012 - Avalúo Fiscal de las Propiedades de Dominio Municipal (Municipales y Corporaciones)
D. CATASTRO PREDIOS Y VALORACION CATASTRAL,4035,YPROCORPAV - Avalúo Fiscal de Propiedades de Corporaciones Municipales,4035 - YPROCORPAV - Avalúo Fiscal de Propiedades de Corporaciones Municipales
D. CATASTRO PREDIOS Y VALORACION CATASTRAL,4033,YPROMUAV - Avalúo Fiscal de Propiedades de Municipalidades,4033 - YPROMUAV - Avalúo Fiscal de Propiedades de Municipalidades
D. CATASTRO PREDIOS Y VALORACION CATASTRAL,4010,ITER21 - Porcentaje de Predios Exentos respecto al Total de Predios,4010 - ITER21 - Porcentaje de Predios Exentos respecto al Total de Predios
D. CATASTRO PREDIOS Y VALORACION CATASTRAL,3789,ITER015 - Porcentaje de Predios No Agrícolas Habitacionales Afectos (desde 2008),3789 - ITER015 - Porcentaje de Predios No Agrícolas Habitacionales Afectos (desde 2008)
D. CATASTRO PREDIOS Y VALORACION CATASTRAL,1277,YROLPAE - Predios Agrícolas Exentos,1277 - YROLPAE - Predios Agrícolas Exentos
D. CATASTRO PREDIOS Y VALORACION CATASTRAL,1283,ITER013 - Predios Agrícolas (indicador disponible a partir de 2006),1283 - ITER013 - Predios Agrícolas (indicador disponible a partir de 2006)
D. CATASTRO PREDIOS Y VALORACION CATASTRAL,1279,YROLPNAE - Predios NO Agrícolas Exentos,1279 - YROLPNAE - Predios NO Agrícolas Exentos
D. CATASTRO PREDIOS Y VALORACION CATASTRAL,1280,YROLPNAH - Predios No Agrícolas Habitacionales,1280 - YROLPNAH - Predios No Agrícolas Habitacionales
D. CATASTRO PREDIOS Y VALORACION CATASTRAL,3788,YROLPNHA - Predios No Agrícolas Habitacionales Afectos,3788 - YROLPNHA - Predios No Agrícolas Habitacionales Afectos
D. CATASTRO PREDIOS Y VALORACION CATASTRAL,1284,ITER014 - Predios No Agrícolas (indicador disponible a partir de 2006),1284 - ITER014 - Predios No Agrícolas (indicador disponible a partir de 2006)
D. CATASTRO PREDIOS Y VALORACION CATASTRAL,1281,YROLPNANH - Predios No Agrícolas No Habitacionales,1281 - YROLPNANH - Predios No Agrícolas No Habitacionales
D. CATASTRO PREDIOS Y VALORACION CATASTRAL,4034,YPROCORP - Propiedades de Corporaciones Municipales,4034 - YPROCORP - Propiedades de Corporaciones Municipales
D. CATASTRO PREDIOS Y VALORACION CATASTRAL,1282,ITER011 - Propiedades de Dominio Municipal (Municipales y Corporaciones),1282 - ITER011 - Propiedades de Dominio Municipal (Municipales y Corporaciones)
D. CATASTRO PREDIOS Y VALORACION CATASTRAL,4032,YPROMU - Propiedades de Municipalidades,4032 - YPROMU - Propiedades de Municipalidades
D. CATASTRO PREDIOS Y VALORACION CATASTRAL,508,YROLSII - Rol de Predios (cantidad) Informado por el Servicio de Impuestos Internos (SII),508 - YROLSII - Rol de Predios (cantidad) Informado por el Servicio de Impuestos Internos (SII)
E. AREAS VERDES ,4038,MPQC - Número de Parques Urbanos en la Comuna (a contar del 2010),4038 - MPQC - Número de Parques Urbanos en la Comuna (a contar del 2010)
E. AREAS VERDES ,4036,MPZC - Número de Plazas en la Comuna (a contar del 2010),4036 - MPZC - Número de Plazas en la Comuna (a contar del 2010)
E. AREAS VERDES ,4039,MMPQC - Superficie Total (m2) de Parques Urbanos Existentes en la Comuna (a contar del 2010),4039 - MMPQC - Superficie Total (m2) de Parques Urbanos Existentes en la Comuna (a contar del 2010)
E. AREAS VERDES ,4037,MMPZC - Superficie Total (m2) de Plazas Existentes en la Comuna (a contar del 2010),4037 - MMPZC - Superficie Total (m2) de Plazas Existentes en la Comuna (a contar del 2010)
F. PLAN DE DESARROLLO COMUNAL (PLADECO),1336,MPLADAN - ¿Cuál es el año de formulación o actualización del último PLADECO?,1336 - MPLADAN - ¿Cuál es el año de formulación o actualización del último PLADECO?
F. PLAN DE DESARROLLO COMUNAL (PLADECO),1335,MPLADECO - ¿Su municipio posee Plan de Desarrollo Comunal (PLADECO)?,1335 - MPLADECO - ¿Su municipio posee Plan de Desarrollo Comunal (PLADECO)?
G. PLAN REGULADOR COMUNAL,1340,ITER017 - Año de Aprobación Legal del Plan Regulador Comunal Vigente (Aprobado por MINVU),1340 - ITER017 - Año de Aprobación Legal del Plan Regulador Comunal Vigente (Aprobado por MINVU)
G. PLAN REGULADOR COMUNAL,1323,MAEPR - Existencia de un Plan Regulador Comunal Vigente,1323 - MAEPR - Existencia de un Plan Regulador Comunal Vigente
G. PLAN REGULADOR COMUNAL,760,ITER018 - Número de Seccionales Aprobados Posteriormente al Plan Regulador Vigente,760 - ITER018 - Número de Seccionales Aprobados Posteriormente al Plan Regulador Vigente
H. CULTURA,4715,CULTPLADEC - El Plan de Desarrollo Comunal (PLADECO) cuenta con un apartado dedicado a la Cultura  (Si / No),4715 - CULTPLADEC - El Plan de Desarrollo Comunal (PLADECO) cuenta con un apartado dedicado a la Cultura  (Si / No)
H. CULTURA,4714,CULTPLAN - Existe un Plan Cultural Municipal Vigente en la comuna (Si / No),4714 - CULTPLAN - Existe un Plan Cultural Municipal Vigente en la comuna (Si / No)
H. CULTURA,4717,"CULTWEB - La página web municipal, tiene un calendario o publicidad en la que difundan las actividades culturales (Si / No)","4717 - CULTWEB - La página web municipal, tiene un calendario o publicidad en la que difundan las actividades culturales (Si / No)"
H. CULTURA,4716,CULTPERSO - N° de Personas Contratadas para labores de Gestión Cultural Municipal,4716 - CULTPERSO - N° de Personas Contratadas para labores de Gestión Cultural Municipal
H. CULTURA,4713,CULTADM -  Tipo o de quien depende la administración Cultural en el Municipio.,4713 - CULTADM -  Tipo o de quien depende la administración Cultural en el Municipio.
A. GEOGRAFICO ADMINISTRATIVA,824,ICAR003 - Distancia con Respecto a la Capital Regional,824 - ICAR003 - Distancia con Respecto a la Capital Regional
A. GEOGRAFICO ADMINISTRATIVA,823,ICAR002 - Provincia a la que Pertenece la Comuna,823 - ICAR002 - Provincia a la que Pertenece la Comuna
A. GEOGRAFICO ADMINISTRATIVA,818,ICAR001 - Región a la que Pertenece la Comuna,818 - ICAR001 - Región a la que Pertenece la Comuna
B. POBLACION,827,ICAR007 - Densidad de Población por Km2,827 - ICAR007 - Densidad de Población por Km2
B. POBLACION,4613,ITVC - Número Total de Viviendas en la Comuna,4613 - ITVC - Número Total de Viviendas en la Comuna
B. POBLACION,579,ITPCMX - Población Comunal de 10 Años y Más,579 - ITPCMX - Población Comunal de 10 Años y Más
B. POBLACION,566,ITPCM - Población Comunal de 18 Años y Más,566 - ITPCM - Población Comunal de 18 Años y Más
B. POBLACION,578,ITPCM6 - Población Comunal de 6 Años y Más,578 - ITPCM6 - Población Comunal de 6 Años y Más
B. POBLACION,571,ITPC - Población Comunal Estimada para el Año (por el INE),571 - ITPC - Población Comunal Estimada para el Año (por el INE)
B. POBLACION,826,"ICAR004 - Población Comunal, Estimada por el INE","826 - ICAR004 - Población Comunal, Estimada por el INE"
B. POBLACION,631,ITPCF - Población Femenina Estimada para el Año (por el INE),631 - ITPCF - Población Femenina Estimada para el Año (por el INE)
B. POBLACION,600,ITPCMA - Población Masculina Estimada para el Año (por el INE),600 - ITPCMA - Población Masculina Estimada para el Año (por el INE)
B. POBLACION,573,ITPR - Población Rural,573 - ITPR - Población Rural
B. POBLACION,574,ITPU - Población Urbana,574 - ITPU - Población Urbana
B. POBLACION,859,ICAR005 - Porcentaje de Población Comunal Femenina,859 - ICAR005 - Porcentaje de Población Comunal Femenina
B. POBLACION,857,ICAR006 - Porcentaje de Población Comunal Masculina,857 - ICAR006 - Porcentaje de Población Comunal Masculina
B. POBLACION,835,ICAR008 - Porcentaje de Población Rural,835 - ICAR008 - Porcentaje de Población Rural
B. POBLACION,839,ICAR015 - Tasa de Mortalidad Infantil,839 - ICAR015 - Tasa de Mortalidad Infantil
B. POBLACION,838,ICAR014 - Tasa de Natalidad,838 - ICAR014 - Tasa de Natalidad
DOTACION MUNICIPAL HOMBRES Y MUJERES,4072,IGEN006 - Mujeres pertenecientes a escalafón directivo y profesional (planta y contrata),4072 - IGEN006 - Mujeres pertenecientes a escalafón directivo y profesional (planta y contrata)
DOTACION MUNICIPAL HOMBRES Y MUJERES,4718,"IMTPHPH -  Nº de hombres a honorarios, destinados a programas comunitarios con recursos propios y externos Subtítulo 21.04.004","4718 - IMTPHPH -  Nº de hombres a honorarios, destinados a programas comunitarios con recursos propios y externos Subtítulo 21.04.004"
DOTACION MUNICIPAL HOMBRES Y MUJERES,657,MTPHH - Nº de hombres a honorarios (Subtítulo 21.03.000),657 - MTPHH - Nº de hombres a honorarios (Subtítulo 21.03.000)
DOTACION MUNICIPAL HOMBRES Y MUJERES,1249,MHNPC - Nº de hombres no profesionales a contrata (sin título profesional),1249 - MHNPC - Nº de hombres no profesionales a contrata (sin título profesional)
DOTACION MUNICIPAL HOMBRES Y MUJERES,1253,MHNPDP - Nº de hombres no profesionales de planta (sin título profesional),1253 - MHNPDP - Nº de hombres no profesionales de planta (sin título profesional)
DOTACION MUNICIPAL HOMBRES Y MUJERES,1248,MHPC - Nº de hombres profesionales a contrata,1248 - MHPC - Nº de hombres profesionales a contrata
DOTACION MUNICIPAL HOMBRES Y MUJERES,1251,MHPDP - Nº de hombres profesionales de planta,1251 - MHPDP - Nº de hombres profesionales de planta
DOTACION MUNICIPAL HOMBRES Y MUJERES,4719,"IMTPHPM - Nº de mujeres a honorarios, destinadas a programas comunitarios con recursos propios y externos Subtítulo 21.04.004","4719 - IMTPHPM - Nº de mujeres a honorarios, destinadas a programas comunitarios con recursos propios y externos Subtítulo 21.04.004"
DOTACION MUNICIPAL HOMBRES Y MUJERES,704,MTPHM - Nº de mujeres a honorarios (Subtítulo 21.03.000),704 - MTPHM - Nº de mujeres a honorarios (Subtítulo 21.03.000)
DOTACION MUNICIPAL HOMBRES Y MUJERES,1247,MMNPC - Nº de mujeres no profesionales a contrata (sin título profesional),1247 - MMNPC - Nº de mujeres no profesionales a contrata (sin título profesional)
DOTACION MUNICIPAL HOMBRES Y MUJERES,1252,MMNPDP - Nº de mujeres no profesionales de planta (sin título profesional),1252 - MMNPDP - Nº de mujeres no profesionales de planta (sin título profesional)
DOTACION MUNICIPAL HOMBRES Y MUJERES,1246,MMPC - Nº de mujeres profesionales a contrata,1246 - MMPC - Nº de mujeres profesionales a contrata
DOTACION MUNICIPAL HOMBRES Y MUJERES,1250,MMPDP - Nº de mujeres profesionales de planta,1250 - MMPDP - Nº de mujeres profesionales de planta
DOTACION MUNICIPAL HOMBRES Y MUJERES,4064,IRH10 - Número de hombres a contrata,4064 - IRH10 - Número de hombres a contrata
DOTACION MUNICIPAL HOMBRES Y MUJERES,4057,IRH03 - Número de hombres planta,4057 - IRH03 - Número de hombres planta
DOTACION MUNICIPAL HOMBRES Y MUJERES,4065,IRH11 - Número de mujeres a contrata,4065 - IRH11 - Número de mujeres a contrata
DOTACION MUNICIPAL HOMBRES Y MUJERES,4058,IRH04 - Número de mujeres planta,4058 - IRH04 - Número de mujeres planta
DOTACION MUNICIPAL HOMBRES Y MUJERES,4622,IRH15=G - Número total de hombres y mujeres a honorarios (Subtítulo 215.21.03,4622 - IRH15=G - Número total de hombres y mujeres a honorarios (Subtítulo 215.21.03
DOTACION MUNICIPAL HOMBRES Y MUJERES,4623,"IRH16=G - Número total de hombres y mujeres, destinado a programas comunitarios (Subtítulo 215.21.04.004)","4623 - IRH16=G - Número total de hombres y mujeres, destinado a programas comunitarios (Subtítulo 215.21.04.004)"
DOTACION MUNICIPAL HOMBRES Y MUJERES,1259,IGEN003 - Porcentaje de mujeres en escalafón directivo sobre total de funcionarias municipales mujeres.,1259 - IGEN003 - Porcentaje de mujeres en escalafón directivo sobre total de funcionarias municipales mujeres.
DOTACION MUNICIPAL HOMBRES Y MUJERES,1231,IGEN001 - Porcentaje de mujeres funcionarias municipales,1231 - IGEN001 - Porcentaje de mujeres funcionarias municipales
DOTACION MUNICIPAL HOMBRES Y MUJERES,1232,IGEN002 - Porcentaje de mujeres profesionales sobre el total de funcionarias municipales Mujeres,1232 - IGEN002 - Porcentaje de mujeres profesionales sobre el total de funcionarias municipales Mujeres
1. INFORMACION GENERAL,4406,MCEM - ¿La Municipalidad o Corporación administra Cementerio?,4406 - MCEM - ¿La Municipalidad o Corporación administra Cementerio?
1. INFORMACION GENERAL,4407,"MCEM01 - Si la Municipalidad o Corporación administra Cementerio, indique si tiene presupuesto propio. SI = presupuesto propio o independiente.","4407 - MCEM01 - Si la Municipalidad o Corporación administra Cementerio, indique si tiene presupuesto propio. SI = presupuesto propio o independiente."
A. INGRESOS CEMENTERIO (M$),4140,CEM01 - Ingresos Cementerio (Ingreso Total Percibido),4140 - CEM01 - Ingresos Cementerio (Ingreso Total Percibido)
B. GASTOS CEMENTERIO (M$),4141,CEM02 - Gastos Cementerio (Gasto Total Devengado),4141 - CEM02 - Gastos Cementerio (Gasto Total Devengado)
